WL FLUX ERROR
1228.56 3.617242552923273e-15 2.0887916014951698e-16
1228.88 3.3590838812293212e-15 2.0587707780462726e-16
1229.2 3.838268749365143e-15 2.0532773554039601e-16
1229.52 3.2967148682354047e-15 2.0106149084720684e-16
1229.84 2.0945464332062825e-15 1.9260233323216494e-16
1230.16 2.0628950329786695e-15 1.8754262803338478e-16
1230.47 2.698913905234801e-15 1.9320959361000402e-16
1230.79 3.748806177064416e-15 2.0596860615332184e-16
1231.11 4.518534392989521e-15 2.1759110317939871e-16
1231.43 4.844822491501457e-15 2.2280578612637325e-16
1231.75 4.4895782401880165e-15 2.1734078943686432e-16
1232.07 4.041589653245538e-15 2.1340565186570832e-16
1232.39 4.081742614077884e-15 2.150231927472871e-16
1232.71 4.191927338519263e-15 2.1309665828857843e-16
1233.03 3.784691134675533e-15 2.0885715244624374e-16
1233.35 3.579700478562679e-15 2.1139542419025161e-16
1233.67 3.3719442295814558e-15 2.074628605935766e-16
1233.99 3.718184197266496e-15 2.0603550890893897e-16
1234.31 2.8175939860720448e-15 2.0686715763663743e-16
1234.63 3.576267991767182e-15 2.0900260996040874e-16
1234.95 3.339640630327098e-15 2.0841684380445277e-16
1235.27 3.0506022311186177e-15 2.044924369111633e-16
1235.59 2.5413604746787915e-15 2.0316303521897312e-16
1235.91 3.3642235167831414e-15 2.0418658226070764e-16
1236.23 3.1430432898153782e-15 2.0080895299416374e-16
1236.55 3.59304682423375e-15 2.015546524828238e-16
1236.87 2.663251141604595e-15 2.0029198311480233e-16
1237.19 2.9716244964811096e-15 2.0138383777602409e-16
1237.51 3.662839067219402e-15 2.0473255269471154e-16
1237.83 3.622058668012047e-15 2.0357993123698016e-16
1238.15 2.773061095688941e-15 1.9812414704809893e-16
1238.47 2.4767248706748548e-15 1.9767661701012333e-16
1238.79 3.1531806877769225e-15 2.0272772772515489e-16
1239.11 3.598856139040738e-15 2.0896515522400963e-16
1239.44 4.519385897487975e-15 2.1806401985048244e-16
1239.76 4.367147160677945e-15 2.1911818304609222e-16
1240.08 4.843329024617837e-15 2.1983509020820493e-16
1240.4 4.616733897021478e-15 2.2071958791378268e-16
1240.72 4.1695804513773954e-15 2.2040794573254954e-16
1241.04 4.111201428841817e-15 2.2233165447129847e-16
1241.36 4.076441104316637e-15 2.264649674444099e-16
1241.69 5.180372995708312e-15 2.3032034610263605e-16
1242.01 4.9200330074296875e-15 2.2801375477786525e-16
1242.33 4.260364456993716e-15 2.232127055305897e-16
1242.65 4.755711913723024e-15 2.2627701497738207e-16
1242.97 4.717222856017371e-15 2.2691927887316404e-16
1243.3 5.052095227431429e-15 2.30703026006598e-16
1243.62 5.835159272125854e-15 2.3663287008773103e-16
1243.94 5.9379472027380596e-15 2.3848605683643937e-16
1244.26 5.425433986364161e-15 2.3619271367980376e-16
1244.58 5.359270958648153e-15 2.3313556249014317e-16
1244.91 5.145644597933871e-15 2.323408188956876e-16
1245.23 5.078121961307038e-15 2.341024447194248e-16
1245.55 5.552496438000662e-15 2.3138383353788726e-16
1245.88 5.109752002788404e-15 2.2776865874279375e-16
1246.2 5.09263731650939e-15 2.2184505913286343e-16
1246.52 3.9358607122739664e-15 2.1654948980726817e-16
1246.84 3.338097940510838e-15 2.0639986400332637e-16
1247.17 2.883744164991828e-15 1.9226276623992123e-16
1247.49 2.207973358880884e-15 1.8709792424853808e-16
1247.81 3.3326506535668016e-15 1.9687719073833115e-16
1248.14 3.620739726807121e-15 2.072032821994415e-16
1248.46 3.643554213875461e-15 2.085853896737807e-16
1248.79 4.168223473214696e-15 2.1475004307735897e-16
1249.11 4.590540601802979e-15 2.2317918128521964e-16
1249.43 4.995157970772593e-15 2.242595206369442e-16
1249.76 4.266247637789983e-15 2.160363060471684e-16
1250.08 2.9527059719720384e-15 2.0544322094350163e-16
1250.4 3.3518788870901546e-15 2.0715764804588477e-16
1250.73 3.899406527493057e-15 2.1556591984272777e-16
1251.05 4.616837228933064e-15 2.178283111207259e-16
1251.38 4.3884454478990975e-15 2.1239413647151792e-16
1251.7 2.782327228704369e-15 2.0293880593950114e-16
1252.03 3.547332194357841e-15 2.0667686604715762e-16
1252.35 4.069885303634705e-15 2.1230624723177287e-16
1252.68 4.6096698045825465e-15 2.1513483635884096e-16
1253.0 4.358643997379234e-15 2.1495347168949984e-16
1253.32 3.67340961312685e-15 2.0790099245783137e-16
1253.65 3.8643891912147005e-15 2.0747731645118555e-16
1253.97 3.252697622452016e-15 2.0635799659905185e-16
1254.3 4.720523135129087e-15 2.119282896485095e-16
1254.62 4.5482763796718864e-15 2.2104212820385493e-16
1254.95 4.624431484999016e-15 2.253038097102748e-16
1255.27 4.832196305898551e-15 2.2111994616707126e-16
1255.6 3.940812261832496e-15 2.1987119622052305e-16
1255.93 4.398808048848781e-15 2.2301333387079417e-16
1256.25 4.690793562043469e-15 2.187294664348261e-16
1256.58 3.827049736817325e-15 2.1423827641615908e-16
1256.9 3.641161060162937e-15 2.154966907316471e-16
1257.23 3.772020523733261e-15 2.1047690263684443e-16
1257.55 2.3733674489854336e-15 1.9514723472885868e-16
1257.88 2.0011099394696053e-15 1.7890089504014453e-16
1258.2 7.214210312262582e-16 1.5408082430781726e-16
1258.53 3.541265105648988e-16 1.4022509074624016e-16
1258.86 6.197604544200331e-16 1.4972151069650205e-16
1259.18 1.3156810603686179e-15 1.6688069973600665e-16
1259.51 2.073294419847196e-15 1.7076793522671307e-16
1259.84 6.494166945751746e-16 1.499236851371197e-16
1260.16 1.2332779745836146e-16 1.3488998188977937e-16
1260.49 1.346301593609983e-16 1.3476436935084868e-16
1260.82 7.078341955459946e-16 1.5024812986349267e-16
1261.14 2.8230129734668744e-15 1.8406702094168056e-16
1261.47 3.96035107661549e-15 2.110264073593108e-16
1261.8 3.853677334150841e-15 2.1632470574444005e-16
1262.12 4.155043387182907e-15 2.1811907495919149e-16
1262.45 3.8430449500135796e-15 2.1480191050167758e-16
1262.78 4.1713998082842314e-15 2.2006597272779466e-16
1263.11 5.012309410437528e-15 2.2302875719269714e-16
1263.43 4.579197085275512e-15 2.238148240095565e-16
1263.76 4.7639438950180625e-15 2.1850017225487337e-16
1264.09 4.0451395288487776e-15 2.125746775958956e-16
1264.42 3.723463389896777e-15 2.0764479952712318e-16
1264.74 3.419665681714443e-15 2.063284992015834e-16
1265.07 3.4147433888626887e-15 2.086068652900951e-16
1265.4 4.660162377953801e-15 2.1660114114393455e-16
1265.73 4.517032492333248e-15 2.206017435382614e-16
1266.06 4.399823969683168e-15 2.17677500038476e-16
1266.38 5.2656786819534005e-15 2.2393921869315295e-16
1266.71 4.248376692248133e-15 2.2749132865764646e-16
1267.04 4.190281362795836e-15 2.249658936333947e-16
1267.37 5.3806149152882486e-15 2.2640741976410237e-16
1267.7 4.795169476544423e-15 2.240464362450319e-16
1268.03 4.317528697918863e-15 2.2340174728110226e-16
1268.35 4.601615576545679e-15 2.2407665067079386e-16
1268.68 4.5822652711448765e-15 2.361289232169201e-16
1269.01 4.25485745471489e-15 2.4859594592105854e-16
1269.34 4.9609363324978535e-15 2.5695192250538843e-16
1269.67 4.368795071296815e-15 2.5981475498735905e-16
1270.0 5.322284690425879e-15 2.6291932870168667e-16
1270.33 5.016726396331935e-15 2.626140450470947e-16
1270.66 4.898333052709533e-15 2.613443749588729e-16
1270.99 3.994098176109418e-15 2.5973124089295766e-16
1271.32 4.7345516572043575e-15 2.618018082150859e-16
1271.65 4.033824315175193e-15 2.901478888566354e-16
1271.97 4.1566607490245426e-15 3.037245479461528e-16
1272.31 4.611584528555947e-15 3.126030252918393e-16
1272.63 5.326390242277923e-15 3.197100980395576e-16
1272.96 5.3240318635362705e-15 3.5569769545386413e-16
1273.29 4.092653792014755e-15 4.0760183701047677e-16
1273.62 4.987833483047121e-15 4.241959408559373e-16
1273.95 4.9244366186077195e-15 4.2639313065005204e-16
1274.28 5.287035355867907e-15 4.229824443288411e-16
1274.61 3.719549101187587e-15 4.2980048982402837e-16
1274.94 2.8544524038268814e-15 4.228843898264407e-16
1275.28 3.61672368799342e-15 3.7678298673198473e-16
1275.61 2.590989487195381e-15 3.2118337239794774e-16
1275.94 2.9924588167294457e-15 3.6153463084645365e-16
1276.27 4.831401454261716e-15 4.039988001224777e-16
1276.6 4.1388522871375395e-15 3.671805195343175e-16
1276.93 -1.2883228960032705e-16 1.4079020764883878e-16
1277.26 2.261559621540567e-20 6.427382451978801e-18
1277.59 7.776126746529769e-23 8.663661007672026e-21
1277.92 -1.686755696673507e-27 -1.073532694586479e-25
1278.25 -3.777550775199455e-29 -2.4042155426746494e-27
1278.58 -3.313920737073533e-33 -2.109139020862888e-31
1278.92 1.1251606661752017e-35 7.161065257903131e-34
1279.25 7.114808071311449e-39 4.528207075467004e-37
1279.58 -4.583532819140164e-42 -2.917181396073846e-40
1279.91 -3.869386390388457e-45 -2.4626641583380164e-43
1280.24 1.7439879968790828e-48 1.1099580913279265e-46
1280.57 2.0319576311496852e-51 1.2932358582613998e-49
1280.91 2.1150625799965777e-55 1.3461497476044726e-53
1281.24 1.0458037301690163e-55 4.8934782137006084e-54
1281.57 5.264660660282569e-53 2.470697817581545e-51
1281.9 -2.0771356021161194e-49 -9.747968077642047e-48
1282.23 -1.615687681437777e-46 -7.582399495752558e-45
1282.57 2.7739366091911257e-43 1.301804537375895e-41
1282.9 8.118650282766572e-40 3.81007112435618e-38
1283.23 -4.029522063951732e-37 -1.891049019984011e-35
1283.56 -1.7746927371280857e-33 -8.328607978951135e-32
1283.9 -1.212593681862346e-30 -5.690685042373943e-29
1284.23 4.204036434473593e-27 1.9729483678746228e-25
1284.56 3.534078263121734e-24 1.658537943199408e-22
1284.9 -5.3288981208259605e-21 1.243585727229604e-18
1285.23 -1.686338004029025e-17 7.774144364304173e-17
1285.56 5.315612130139652e-15 3.897016132655532e-16
1285.9 4.221663312452189e-15 4.80403294459706e-16
1286.23 3.0896889184496936e-15 4.669384402994032e-16
1286.56 3.518695092079006e-15 4.687047744612224e-16
1286.9 3.6414269300964606e-15 4.1914634078731024e-16
1287.23 3.440625312730054e-15 3.6419099651208846e-16
1287.56 4.354420690745167e-15 4.537124868455234e-16
1287.9 4.562771960035744e-15 4.784616484242228e-16
1288.23 5.2701500051426164e-15 3.5131311865113494e-16
1288.56 5.153411252073935e-15 3.522468797216086e-16
1288.9 4.556137347691291e-15 3.525877919646386e-16
1289.23 3.6278069568593765e-15 3.471513675123063e-16
1289.57 4.632654277213751e-15 3.393802637129117e-16
1289.9 4.798529103160169e-15 3.072059065701585e-16
1290.23 3.87243095668376e-15 2.9232372494302517e-16
1290.57 4.08000926556697e-15 2.878605264948503e-16
1290.9 3.938968838863353e-15 2.83872337022802e-16
1291.24 4.35985381145705e-15 2.8239781399549584e-16
1291.57 3.3148483699078923e-15 2.8059061174306477e-16
1291.91 4.179934235662144e-15 2.8650604687641104e-16
1292.24 4.7732810420623e-15 2.947297536284499e-16
1292.58 4.682799842384736e-15 2.8969256202020623e-16
1292.91 3.4448364072366266e-15 2.8157036311365943e-16
1293.25 3.512361501478038e-15 2.7741641808802267e-16
1293.58 4.207243142246277e-15 2.5719699650766753e-16
1293.92 3.847083693915492e-15 2.404893079388974e-16
1294.25 3.3458210268912445e-15 2.270645920505291e-16
1294.59 2.7190935947448555e-15 2.213154954360579e-16
1294.92 4.012511754375163e-15 2.3463963299828855e-16
1295.26 4.24722575110386e-15 2.485183611742784e-16
1295.59 4.102685693977218e-15 2.4365273458780807e-16
1295.93 3.1178992389161846e-15 2.3325955014929967e-16
1296.27 2.848151089811929e-15 2.2357448172759344e-16
1296.6 2.327700121690862e-15 2.101354223439628e-16
1296.94 2.3907559933101027e-15 2.1549888879036057e-16
1297.28 3.4579318697354817e-15 2.330122293609203e-16
1297.61 3.072796110029931e-15 2.391575213847772e-16
1297.95 3.643564935061768e-15 2.417722799692621e-16
1298.28 3.1782805818078546e-15 2.3100016847698177e-16
1298.62 2.171287370856576e-15 2.1343973872368007e-16
1298.96 2.1196095939459972e-15 2.1391070579040804e-16
1299.29 7.257703680046232e-15 2.9627872438764893e-16
1299.63 2.7347782957538435e-14 4.696077621485872e-16
1299.97 4.072215874579937e-14 5.601680698631605e-16
1300.3 3.39633790477397e-14 5.061524282104491e-16
1300.64 9.273331591256398e-15 3.389814841477078e-16
1300.98 2.371165975188962e-15 2.264516979999352e-16
1301.32 1.9237325965102633e-15 2.020550909382737e-16
1301.65 5.89397214387189e-16 1.8276701971374955e-16
1301.99 3.285382533337122e-15 2.543704817562201e-16
1302.33 2.224497491685715e-14 4.25740408071287e-16
1302.67 3.65864750716876e-14 5.138957201547966e-16
1303.0 2.8681982315481304e-14 4.71378858237843e-16
1303.34 1.2318007601098997e-14 3.8220293313719065e-16
1303.68 1.4855281565597877e-14 3.7208087191573906e-16
1304.02 1.2467048405663711e-14 3.565314949604296e-16
1304.35 6.5377682403987685e-15 2.872619361203046e-16
1304.69 2.15811454527464e-15 2.232713154786509e-16
1305.03 2.3872561679508774e-15 2.171769483169164e-16
1305.37 3.5872096707478664e-15 2.3126268189949284e-16
1305.71 4.282803349802585e-15 2.4543614969153365e-16
1306.05 3.92101023333189e-15 2.513151456691461e-16
1306.38 4.4506025886603624e-15 2.5035195108583746e-16
1306.72 3.5443042593095507e-15 2.515490222469601e-16
1307.06 4.642815969005348e-15 2.594549860895354e-16
1307.4 5.0060418343962706e-15 2.6253509413761437e-16
1307.74 4.821448378645817e-15 2.617849189379259e-16
1308.08 4.04790939745018e-15 2.5755694933543463e-16
1308.42 4.581260893527643e-15 2.5755913227992476e-16
1308.76 4.095578360920833e-15 2.4932554817939597e-16
1309.09 3.583971589974985e-15 2.436132119304577e-16
1309.43 3.649682565989658e-15 2.4350331753895983e-16
1309.77 3.632615736542077e-15 2.571679571297603e-16
1310.11 4.473956507074422e-15 2.6043930874914677e-16
1310.45 4.613451280021932e-15 2.6299482572687954e-16
1310.79 5.0128671792577e-15 2.700621107733388e-16
1311.13 4.564776022526763e-15 2.651928269017566e-16
1311.47 4.424688987777782e-15 2.612834119949997e-16
1311.81 4.430563098695304e-15 2.618480664733965e-16
1312.15 4.145089801326747e-15 2.570512335690501e-16
1312.49 3.4211692619458805e-15 2.481075828565079e-16
1312.83 4.456045141921864e-15 2.525977041357405e-16
1313.17 3.543422136066027e-15 2.575001265479324e-16
1313.51 5.6096423770915745e-15 2.676170360801764e-16
1313.85 4.736893021362148e-15 2.648198007298942e-16
1314.19 4.682876545504394e-15 2.612968301200381e-16
1314.53 4.198901856148015e-15 2.565478539593035e-16
1314.88 4.215885297542709e-15 2.54662556139463e-16
1315.22 4.019744615855712e-15 2.5243909601051216e-16
1315.56 4.5366391919425625e-15 2.5948260112403736e-16
1315.9 4.602106245193664e-15 2.54474308207267e-16
1316.24 3.8222702037870416e-15 2.522450348769394e-16
1316.58 3.967280556296357e-15 2.581286940827437e-16
1316.92 4.3308043351767665e-15 2.5805916896372515e-16
1317.26 4.088016342084228e-15 2.5771959386634717e-16
1317.6 4.77095196344149e-15 2.5994591520690136e-16
1317.94 4.609157272427873e-15 2.6263622995178118e-16
1318.29 4.731313722044753e-15 2.671118298234025e-16
1318.63 4.076041684163054e-15 2.6393122534615202e-16
1318.97 4.4948127673556835e-15 2.622782454971727e-16
1319.31 5.000410025253655e-15 2.6322083234483586e-16
1319.65 4.865318461652984e-15 2.670721163728336e-16
1320.0 3.949840907292955e-15 2.686648326800818e-16
1320.34 4.624455175690913e-15 2.663207241408721e-16
1320.68 5.1591148664592596e-15 2.623828633797299e-16
1321.02 3.8943947597135935e-15 2.575336444257831e-16
1321.36 3.578531557458244e-15 2.5628331071516467e-16
1321.71 3.914453386182877e-15 2.5645519660291877e-16
1322.05 4.4437373649809454e-15 2.624765504168506e-16
1322.39 4.899527318449715e-15 2.6419277174834336e-16
1322.74 4.888615943724279e-15 2.6905153188615447e-16
1323.08 4.233519285588587e-15 2.667846206815266e-16
1323.42 3.732647684550152e-15 2.550424494341801e-16
1323.76 2.8985130843064284e-15 2.4264999082597643e-16
1324.11 3.83967541347916e-15 2.4447696532736114e-16
1324.45 4.00935646781861e-15 2.4924034448731237e-16
1324.79 3.8260591182354655e-15 2.518429391025732e-16
1325.14 4.4303917279191035e-15 2.649644651091708e-16
1325.48 4.182697721352639e-15 2.6772056792102654e-16
1325.82 4.562706051617085e-15 2.6690318923117333e-16
1326.17 3.743821646700485e-15 2.640609579002345e-16
1326.51 5.1608106272416e-15 2.6407356705001236e-16
1326.85 3.951272439583449e-15 2.609047220485657e-16
1327.2 3.515894720847343e-15 2.5445089088738274e-16
1327.54 2.9255953508327564e-15 2.458668722973276e-16
1327.89 3.867341736069664e-15 2.487201296958395e-16
1328.23 3.776167612350571e-15 2.4552038084676396e-16
1328.58 3.0060845613972226e-15 2.4518104757522043e-16
1328.92 4.0481070024849915e-15 2.509911568215147e-16
1329.27 4.417384563253681e-15 2.5541704487621787e-16
1329.61 4.295112604912728e-15 2.5763590340285025e-16
1329.95 3.707519285653291e-15 2.5201648021480056e-16
1330.3 4.120384425468019e-15 2.5458842735400487e-16
1330.64 4.371772786937521e-15 2.6026090408789984e-16
1330.99 4.811416879452141e-15 2.6432347446648517e-16
1331.33 3.5372570011614403e-15 2.515406915477794e-16
1331.68 2.510146173064953e-15 2.2768527038578683e-16
1332.02 8.955479174132735e-16 1.9562380786976607e-16
1332.37 1.5993004314900105e-16 1.7727915410073515e-16
1332.71 4.765748783243671e-16 1.8666107880718678e-16
1333.06 2.07140607478234e-15 2.107054330299477e-16
1333.41 1.6218089842952747e-15 2.0651224641688088e-16
1333.75 6.294534007287829e-16 1.8943277319212163e-16
1334.1 7.981975127067424e-17 1.7293674306631772e-16
1334.44 -1.1727138179889808e-17 1.684251926591868e-16
1334.79 8.880748793750974e-17 1.706339805319601e-16
1335.13 2.465259109109239e-16 1.7936352209766967e-16
1335.48 1.4508973851123869e-15 2.0187640118797694e-16
1335.83 2.1174521230601766e-15 2.2489105574651835e-16
1336.17 3.391149502730671e-15 2.4690247430318247e-16
1336.52 4.239305435170723e-15 2.622747517490123e-16
1336.86 4.8659241346404215e-15 2.6945458952561606e-16
1337.21 4.893370866595051e-15 2.741360882576157e-16
1337.56 5.110915981723969e-15 2.681631449063885e-16
1337.91 3.763023949456501e-15 2.626756119146008e-16
1338.25 4.089334259882175e-15 2.6500879211954773e-16
1338.6 4.461423218214242e-15 2.6612567404829857e-16
1338.94 5.321749914947253e-15 2.6980489312887205e-16
1339.29 5.305766711172337e-15 2.710637962980383e-16
1339.64 4.667864850764822e-15 2.6934112913313367e-16
1339.99 4.0587718204516465e-15 2.6696264392737687e-16
1340.33 4.530912131994705e-15 2.7002626604229524e-16
1340.68 4.030699054683032e-15 2.645891019440104e-16
1341.03 4.717494802578479e-15 2.617857178874717e-16
1341.38 3.871543082413958e-15 2.6011795110025073e-16
1341.72 3.846937022997588e-15 2.6043713379440106e-16
1342.07 3.617141071785604e-15 2.56333316086122e-16
1342.42 3.1798745426615655e-15 2.520460303672147e-16
1342.77 3.2245451841170923e-15 2.534096404278367e-16
1343.11 3.259471615393877e-15 2.555663755285712e-16
1343.46 3.7951214779469695e-15 2.580123328289291e-16
1343.81 3.676568583661221e-15 2.5678267304088392e-16
1344.16 3.621779054403576e-15 2.491676759352869e-16
1344.51 3.803104026942416e-15 2.4770493118259707e-16
1344.86 3.950160587666996e-15 2.5174822523182268e-16
1345.21 3.3701708947206008e-15 2.546503770992855e-16
1345.55 3.9042458834259064e-15 2.590605084277692e-16
1345.9 3.917943018944923e-15 2.6150741917634604e-16
1346.25 3.94233537974939e-15 2.642300765154177e-16
1346.6 4.0124509940261865e-15 2.6424285720799664e-16
1346.95 4.468690190738311e-15 2.6759432443159124e-16
1347.3 5.1722118242870395e-15 2.693782239856299e-16
1347.65 5.017364560826066e-15 2.694484834921445e-16
1348.0 4.163881888099684e-15 2.663902345433761e-16
1348.35 4.685866634466813e-15 2.7295974387668105e-16
1348.7 4.507098670694832e-15 2.7222680577107295e-16
1349.05 4.209034968991623e-15 2.7259646349978183e-16
1349.4 4.973956206641693e-15 2.752701692975387e-16
1349.74 4.867763976528118e-15 2.7276244835883876e-16
1350.09 4.0662595796074344e-15 2.647814438724102e-16
1350.44 3.4806894182983772e-15 2.600074916386118e-16
1350.8 4.458368573501851e-15 2.5799153265473265e-16
1351.15 3.827120255072344e-15 2.621709422489149e-16
1351.49 4.6136912671939066e-15 2.685438846410858e-16
1351.84 5.150920847189645e-15 2.741991233068087e-16
1352.2 4.187829949396381e-15 2.6950404954568105e-16
1352.55 4.927778533622903e-15 2.673109200143279e-16
1352.9 3.732830961259853e-15 2.6519050823886555e-16
1353.25 4.247155533379699e-15 2.678341568583103e-16
1353.6 4.393036251035843e-15 2.650505588148501e-16
1353.95 3.9675668791482255e-15 2.634604377803456e-16
1354.3 3.983041969713333e-15 2.6850537878866705e-16
1354.65 4.798769688005895e-15 2.765306817136608e-16
1355.0 4.956920482507584e-15 2.7195538866095094e-16
1355.35 4.00875291019282e-15 2.619409226591071e-16
1355.7 4.509380782636291e-15 2.6624548669570396e-16
1356.06 4.304498427514822e-15 2.7153738927190687e-16
1356.41 3.2216782633101975e-15 2.663866630249232e-16
1356.76 4.235740489314624e-15 2.6011177155414574e-16
1357.11 3.4609160912740906e-15 2.5940062405840647e-16
1357.46 3.564999225435799e-15 2.657999451047648e-16
1357.81 3.847452511144853e-15 2.658679813100771e-16
1358.17 4.171233333630966e-15 2.703324170290243e-16
1358.52 4.484642916855026e-15 2.7250180404654224e-16
1358.87 4.1218450839314546e-15 2.729527046831381e-16
1359.22 3.915630090257153e-15 2.6944564833709345e-16
1359.57 4.938168018950337e-15 2.737263304342207e-16
1359.93 4.72618145170554e-15 2.7794959337960617e-16
1360.28 5.401399145908133e-15 2.7479579750628753e-16
1360.63 4.455686879035729e-15 2.6750972939900477e-16
1360.98 3.669572797091211e-15 2.5958414269325383e-16
1361.34 3.2262685773919128e-15 2.6207704450177996e-16
1361.69 3.787111509114307e-15 2.6157746799759267e-16
1362.04 4.039493041471697e-15 2.6634472517429906e-16
1362.4 3.3792124179943337e-15 2.69280649620336e-16
1362.75 3.961321255901299e-15 2.7327951015012675e-16
1363.1 3.3365685695847574e-15 2.64267721080455e-16
1363.46 3.0846463229451014e-15 2.601787815411819e-16
1363.81 3.853667915372036e-15 2.649721862141243e-16
1364.16 4.058088091026437e-15 2.7399652990489586e-16
1364.52 4.645966277602254e-15 2.7413591377083914e-16
1364.87 3.6225062145101076e-15 2.6039682498885993e-16
1365.22 3.328919077915841e-15 2.5910566632215215e-16
1365.58 3.963725548183215e-15 2.660783374885717e-16
1365.93 4.138833435431145e-15 2.705490363504421e-16
1366.29 4.340049239374373e-15 2.7361335391267087e-16
1366.64 4.199517809026853e-15 2.676583971323612e-16
1366.99 3.3697147249241092e-15 2.6189733270802027e-16
1367.35 4.0945483026894995e-15 2.6712757849231834e-16
1367.7 4.766225826546537e-15 2.7447799215715887e-16
1368.06 3.820137279827994e-15 2.70452836621297e-16
1368.41 4.484045603004755e-15 2.7097559573125663e-16
1368.77 3.79659593907926e-15 2.6869463329227666e-16
1369.12 3.817040376069384e-15 2.6666969971369118e-16
1369.48 4.067730967948181e-15 2.67008466336023e-16
1369.83 4.302771415961885e-15 2.7251591050554495e-16
1370.19 4.416139770745587e-15 2.751148263676164e-16
1370.54 4.6355405140203305e-15 2.773230426907745e-16
1370.9 4.110824255648101e-15 2.7267268609621246e-16
1371.25 4.5483407468158725e-15 2.7297939321927323e-16
1371.61 4.178620839952481e-15 2.721717191256236e-16
1371.96 4.0369877522125345e-15 2.72814497642958e-16
1372.32 4.32419484068685e-15 2.8028097210127515e-16
1372.67 3.8518452146231364e-15 2.7268144947628e-16
1373.03 4.5283851329906296e-15 2.664161332561784e-16
1373.39 4.011113846497258e-15 2.6990309706752396e-16
1373.74 4.335063737917315e-15 2.6983889640661883e-16
1374.1 3.205996622802016e-15 2.6246580839152244e-16
1374.45 3.771162752208819e-15 2.6470969314910973e-16
1374.81 3.4329323032232663e-15 2.6767206370781827e-16
1375.17 3.827715396331018e-15 2.6658186352184037e-16
1375.52 4.0018005160377145e-15 2.729354117646811e-16
1375.88 3.676440461056608e-15 2.7330509045724157e-16
1376.23 3.603712949275039e-15 2.752061848438218e-16
1376.59 3.4632926670125828e-15 2.740245982922727e-16
1376.95 4.305556363938015e-15 2.707552186492414e-16
1377.31 3.413383543517968e-15 2.720426431814392e-16
1377.66 3.894942503803621e-15 2.7377513576428337e-16
1378.02 4.462304726167598e-15 2.7363547386214326e-16
1378.38 4.224831507914415e-15 2.7298070124789297e-16
1378.73 3.1459479663109694e-15 2.6720389065972883e-16
1379.09 3.4826236759335284e-15 2.670426521520466e-16
1379.45 3.517335531262686e-15 2.630869414266901e-16
1379.81 3.1397941156369185e-15 2.653972896600976e-16
1380.16 3.981085081691344e-15 2.6964874331610824e-16
1380.52 3.702255812319088e-15 2.7143885321655785e-16
1380.88 4.061947673289364e-15 2.766550225732991e-16
1381.24 3.40419752957213e-15 2.7261767143932963e-16
1381.6 4.0374773698104264e-15 2.7406464685936666e-16
1381.95 3.3145145703854152e-15 2.6963068165058276e-16
1382.31 3.1366815785200808e-15 2.6657005928420403e-16
1382.67 3.1810670254342916e-15 2.625106162228775e-16
1383.03 3.1746697109978093e-15 2.662061865501357e-16
1383.39 3.2309248399900698e-15 2.6643267664938734e-16
1383.75 3.0093061896662257e-15 2.5956561038938327e-16
1384.1 2.955023683169079e-15 2.549530707555769e-16
1384.46 2.749075245681286e-15 2.632024293943441e-16
1384.82 2.6343919379659133e-15 2.680479567066087e-16
1385.18 4.126272019533997e-15 2.7408755448072415e-16
1385.54 4.2061238345677065e-15 2.7574874586173905e-16
1385.9 3.7564458673246055e-15 2.7112345972072936e-16
1386.26 3.4304535358272277e-15 2.682093161317581e-16
1386.62 3.5314188205668276e-15 2.666011242331897e-16
1386.98 2.7399554824693895e-15 2.6453867236942725e-16
1387.34 2.7248944594098117e-15 2.6060206927239307e-16
1387.7 2.6236603858587323e-15 2.5697164704974853e-16
1388.06 3.156144677141705e-15 2.572719898466853e-16
1388.42 3.3496332635394968e-15 2.6256465781456284e-16
1388.78 2.593306206007937e-15 2.6410059878176337e-16
1389.14 2.243362600275074e-15 2.654436629135468e-16
1389.49 2.532560445868461e-15 2.6254038077330886e-16
1389.85 3.2523165905315232e-15 2.587434844394366e-16
1390.21 2.5586484837859894e-15 2.580809598658308e-16
1390.58 2.6036389168067053e-15 2.539322629213552e-16
1390.94 2.078718927916846e-15 2.4618368542977316e-16
1391.3 1.7021687686111944e-15 2.335833614453345e-16
1391.66 1.3196230019117277e-15 2.3464418521149937e-16
1392.02 1.6128431514437831e-15 2.3810955678152114e-16
1392.38 1.34845608706274e-15 2.3473837094599006e-16
1392.74 1.4550300286949354e-15 2.3556499807015096e-16
1393.1 8.796575970261326e-16 2.236087052753769e-16
1393.46 5.842168732791127e-16 2.156216303317519e-16
1393.82 7.912447831532092e-16 2.224119099704605e-16
1394.18 1.4711737872617142e-15 2.3464252508123536e-16
1394.55 1.6704233664525061e-15 2.4896396665816993e-16
1394.91 1.903653627526477e-15 2.613312422595152e-16
1395.27 2.6230780391644665e-15 2.688524723536659e-16
1395.63 2.520214925716726e-15 2.6959593170286984e-16
1395.99 3.1643597260580574e-15 2.7019751506540647e-16
1396.35 3.2136580358226176e-15 2.6872046798551788e-16
1396.72 2.3411690351864385e-15 2.646869510909293e-16
1397.08 3.1966098053914372e-15 2.7164275571456683e-16
1397.44 3.2500283897437914e-15 2.751482450767898e-16
1397.8 2.4260963752232595e-15 2.7036183969567396e-16
1398.16 2.514830611415198e-15 2.6989314721632173e-16
